name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,Spectral Centroid,Spectral Rolloff,Spectral Bandwidth,Tempo,Mean Beat Frame,Mean Beat Interval,Chroma Mean0,Chroma Mean1,Chroma Mean2,Chroma Mean3,Chroma Mean4,Chroma Mean5,Chroma Mean6,Chroma Mean7,Chroma Mean8,Chroma Mean9,Chroma Mean10,Chroma Mean11,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,ZCR
Brimful of Asha - Norman Cook Remix,Why Try Harder - Greatest Hits,Fatboy Slim,5BegkNkGXa6TUobnxy5LFL,6/1/06,0.0,238933.0,0.6629999999999999,0.18,0.957,0.0,0.348,0.937,-2.823,0.0584,125.678,11.0,4.0,Happy,2366.0840987283927,4885.386314140519,2258.677739535158,107.666015625,4624.270557029177,0.5653070873739566,0.4481908679008484,0.4389645457267761,0.3528890311717987,0.4202819764614105,0.3389463722705841,0.43111416697502136,0.49113044142723083,0.44988659024238586,0.46717265248298645,0.4023752808570862,0.4662322700023651,0.4383101761341095,-152.73065185546875,93.28028869628906,-19.24827003479004,42.8593864440918,-7.089363098144531,18.81496238708496,-9.607847213745117,18.109743118286133,-9.883200645446777,14.967148780822754,-5.028629779815674,12.064421653747559,-12.27229118347168,0.11331237773801424
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,5/17/19,84.0,220492.0,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202,4.0,4.0,Sad,823.0658744896896,1428.7987585275225,1239.8900372329715,58.72691761363637,4352.663316582914,1.0189807370759751,0.3779934346675873,0.16811850666999817,0.1860920637845993,0.22540326416492462,0.48980140686035156,0.4356456696987152,0.3409276008605957,0.4502442479133606,0.3333257734775543,0.3947499990463257,0.21723239123821259,0.2686016857624054,-186.63067626953125,171.04208374023438,11.515861511230469,22.184694290161133,3.9423022270202637,3.9525959491729736,2.7204718589782715,10.08503246307373,-1.1883081197738647,2.167414426803589,-6.14348030090332,4.8883843421936035,-4.238672733306885,0.034443425309452366
Butterfly,The Gift Of Game,Crazy Town,4BggEwLhGfrbrl7JBhC8EC,11/4/99,71.0,216733.0,0.736,0.00132,0.8109999999999999,0.000142,0.107,0.609,-4.17,0.081,103.502,9.0,4.0,Happy,2208.1366428349556,4601.036291756279,2242.9724669657635,107.666015625,3526.662162162162,0.5590892809101041,0.4203290045261383,0.41898229718208313,0.5583159923553467,0.6643193960189819,0.5459755659103394,0.4059829115867615,0.347654789686203,0.39596179127693176,0.47513547539711,0.5677976608276367,0.7071905136108398,0.5310398936271667,-25.677791595458984,94.61479949951172,-24.602651596069336,43.90739059448242,7.3749003410339355,19.410459518432617,-4.528034687042236,19.410057067871094,-2.876210927963257,14.856327056884766,-6.004528999328613,10.131448745727539,-6.889556884765625,0.09166692863708895
Bye Bye Little House,Bye Bye Little House,Ella van der Woude,7AQKjpzLGVBKvTDyoJ7YVK,1/3/20,30.0,202405.0,0.31,0.985,0.0313,0.94,0.263,0.182,-23.55,0.0325,92.857,10.0,4.0,Calm,1184.5444868954942,2321.9120026945207,1500.6636242013424,117.45383522727273,3818.4,0.5071940093867005,0.5067862868309021,0.2515917122364044,0.24160751700401306,0.2571611702442169,0.4227321743965149,0.34574154019355774,0.28398576378822327,0.42174118757247925,0.3177798390388489,0.46501317620277405,0.30427613854408264,0.3443700075149536,-292.75909423828125,152.4537353515625,-7.081589698791504,17.92193603515625,2.6939401626586914,6.90131139755249,1.8733031749725342,5.652172565460205,-0.9036149978637695,7.846890926361084,-9.36956787109375,4.6672258377075195,-6.271931171417236,0.052533706111158825
California Dreamin',If You Can Believe Your Eyes And Ears,The Mamas & The Papas,63rva3TBizr6x1Yp5uwKfD,1966-03,50.0,157960.0,0.5539999999999999,0.628,0.667,0.0,0.0486,0.597,-10.226,0.0342,112.749,1.0,4.0,Happy,520.3436487937255,744.005404718929,728.3688880112505,112.34714673913044,3318.831615120275,0.5310163421690516,0.07483745366334915,0.10175039619207382,0.16791900992393494,0.41465824842453003,0.12705017626285553,0.13362571597099304,0.2981063723564148,0.09601612389087677,0.0809592604637146,0.23494994640350342,0.6235208511352539,0.2666309177875519,-300.5218505859375,190.4446563720703,52.28366470336914,-0.02306639589369297,5.954131126403809,5.664226055145264,-5.105996608734131,-10.353731155395508,-10.23129653930664,-11.060826301574707,-11.15938663482666,-11.067131042480469,-14.468338966369629,0.029408458758206454
Calm Wilderness,Calm Wilderness,Night Sounds,44Co96UhNfnq258r2VybLE,8/22/19,52.0,231723.0,0.186,0.8859999999999999,0.271,0.961,0.141,0.0684,-17.149,0.0449,115.896,7.0,4.0,Calm,2579.456888758143,5572.31970250942,2465.549395711888,123.046875,4772.097777777778,0.47727608341035005,0.42029455304145813,0.3327130079269409,0.4178374409675598,0.3901219666004181,0.3978758454322815,0.5015201568603516,0.38472890853881836,0.38999584317207336,0.3701237440109253,0.4418635666370392,0.6598195433616638,0.44202253222465515,-143.68260192871094,87.0323257446289,-15.140209197998047,33.80629348754883,-10.744179725646973,18.501188278198242,-15.06387710571289,13.676461219787598,-16.651514053344727,10.927810668945312,-12.072429656982422,10.433646202087402,-11.733234405517578,0.12162362575121625
Car Underwater,What To Do When You Are Dead,Armor For Sleep,4CilIy3dA3P9Tq2NFqKEOX,2005,52.0,228706.0,0.435,0.014,0.774,0.0,0.127,0.448,-5.052,0.0631,147.466,2.0,4.0,Energetic,1363.1441081585192,2504.3378130771007,1476.0836401724332,107.666015625,4678.597435897436,0.5554284781607588,0.2503822445869446,0.3382536768913269,0.19895018637180328,0.2689562439918518,0.4084707498550415,0.23475483059883118,0.23215621709823608,0.23035946488380432,0.329626202583313,0.19057413935661316,0.19814693927764893,0.3314431607723236,-219.8981170654297,129.73130798339844,9.391871452331543,18.985347747802734,-1.9648289680480957,3.762321949005127,-9.509766578674316,2.940180778503418,-18.420780181884766,0.5906128883361816,-7.039788722991943,-4.376343250274658,-7.836563587188721,0.06314903784497794
Chariot,B-Sides and Rarities,Beach House,6dB3Uad2TOaJcGKpM3zizO,6/30/17,42.0,316507.0,0.374,0.6629999999999999,0.426,0.607,0.0886,0.0902,-7.395,0.0315,102.174,10.0,4.0,Sad,2448.024876214593,4894.566403806734,2278.308126993363,103.359375,4565.366120218579,0.5798627030720964,0.44139808416366577,0.42664748430252075,0.3718515932559967,0.3364725708961487,0.44358572363853455,0.36098167300224304,0.2842046022415161,0.3567904233932495,0.4605090320110321,0.7161844968795776,0.5566524267196655,0.4695527255535126,-132.8726806640625,75.05480194091797,-22.711938858032227,52.699462890625,12.914050102233887,24.631649017333984,-2.213693380355835,19.124866485595703,-5.383415699005127,13.533835411071777,-7.728861331939697,10.796213150024414,-9.239013671875,0.11032723607636245
Children Of Today,Children Of Today,Blasterjaxx,2106G7MY2XnVyqij2bJVGH,4/19/19,58.0,169384.0,0.507,0.00892,0.836,0.000598,0.485,0.333,-4.357,0.038,130.02700000000002,6.0,4.0,Energetic,401.49234408189403,590.7270635584009,670.4455180163285,86.1328125,4568.720930232558,0.6948958427815571,0.21620027720928192,0.21618197858333588,0.2083655148744583,0.18819423019886017,0.2861427068710327,0.2615821361541748,0.14847011864185333,0.2115563154220581,0.278102308511734,0.4196869432926178,0.4916168451309204,0.25744757056236267,-468.3084411621094,166.00820922851562,80.89881134033203,27.183988571166992,12.433591842651367,8.732072830200195,2.58528208732605,-3.3624796867370605,-5.77064847946167,-4.7195725440979,-2.170731544494629,-0.5636089444160461,-0.5751724243164062,0.02507540136427625
Chocolate,The 1975,The 1975,4WiiRw2PHMNQE0ad6y6GdD,1/1/13,66.0,224673.0,0.614,0.000532,0.938,0.0,0.368,0.607,-4.461,0.0611,100.058,11.0,4.0,Happy,2504.2904571854065,4719.152010075558,2098.8417244699212,112.34714673913044,3215.4,0.5320615414624631,0.3157568871974945,0.42416805028915405,0.3046873211860657,0.4746885597705841,0.48218151926994324,0.36087653040885925,0.3446616232395172,0.3604700267314911,0.4456910789012909,0.3393787145614624,0.293295294046402,0.30230146646499634,-67.58457946777344,84.93769073486328,-32.549739837646484,53.9756965637207,-17.822935104370117,16.447494506835938,-9.202415466308594,7.481759548187256,-8.16390323638916,11.409689903259277,-9.653910636901855,8.665821075439453,-13.885836601257324,0.15889090586783558
Chop Suey!,Toxicity,System Of A Down,2DlHlPMa4M17kufBvI2lEN,9/4/01,79.0,210240.0,0.419,0.000278,0.934,0.0015,0.132,0.286,-3.908,0.12,127.288,7.0,4.0,Energetic,844.8257875703488,1491.4337460902277,770.518947102175,117.45383522727273,5160.75,0.5177740287226001,0.5085820555686951,0.20871342718601227,0.26484209299087524,0.22195452451705933,0.5709905624389648,0.2262021005153656,0.21146684885025024,0.5372218489646912,0.35862860083580017,0.40473470091819763,0.23799505829811096,0.3282598555088043,-243.85057067871094,204.85682678222656,-42.15052032470703,-12.154169082641602,15.258675575256348,-5.85167932510376,-1.598015308380127,2.5315213203430176,-3.3066604137420654,-8.254106521606445,-4.366522312164307,3.2351388931274414,3.7112200260162354,0.056028426666917146
City Lights,City Lights,Marlies du Mosch,5OxyHotdy7y789r3UQcHAB,7/3/20,26.0,226266.0,0.341,0.983,0.0582,0.924,0.097,0.0514,-23.103,0.0472,83.05,8.0,4.0,Calm,2188.71578917043,4603.179651961334,2212.2219572302984,143.5546875,4035.2820512820513,0.40770551211138656,0.3057669401168823,0.3565812110900879,0.4494120478630066,0.29920700192451477,0.3288506865501404,0.3454498052597046,0.525814950466156,0.3503103256225586,0.3250174820423126,0.38551807403564453,0.3673108220100403,0.40505897998809814,-193.8546905517578,101.71258544921875,-13.880881309509277,32.23844909667969,-6.121241569519043,16.315820693969727,-9.437888145446777,11.304971694946289,-8.724775314331055,16.844608306884766,-9.043763160705566,12.607234954833984,-8.092109680175781,0.1022490970175551
Clap Your Hands,Clap Your Hands,Sia,18cST7DK31Ab2rTH1POP6A,4/9/10,44.0,238466.0,0.6990000000000001,0.000532,0.87,0.0219,0.359,0.778,-4.925,0.0546,120.033,0.0,4.0,Happy,1448.5714680269564,3071.2534287462418,1866.831966971064,103.359375,6664.419354838709,0.5872971038859143,0.3602030873298645,0.24349629878997803,0.4389721155166626,0.47414687275886536,0.32256507873535156,0.40153321623802185,0.24122923612594604,0.3340151011943817,0.18776977062225342,0.27470508217811584,0.4229758381843567,0.258597195148468,-84.89059448242188,134.98513793945312,-7.303070068359375,37.27737808227539,2.7017338275909424,16.977706909179688,-7.7843122482299805,8.20531940460205,-19.714059829711914,7.601717948913574,-12.219751358032227,7.250635147094727,-6.9464335441589355,0.05700380141114248
Cleansing,Cleansing,Jacco Wynia,6u1ymcw9MTK9mPGy8XdvEb,5/29/20,36.0,304217.0,0.18,0.956,0.0754,0.926,0.11,0.0366,-26.645,0.0346,71.675,9.0,4.0,Calm,2613.0373856417473,5333.200724407044,2423.7960500346,129.19921875,3620.4044943820227,0.4647915429082431,0.3139744699001312,0.4806988835334778,0.2857840061187744,0.30819031596183777,0.3676072955131531,0.35387545824050903,0.5778557062149048,0.33672842383384705,0.48178887367248535,0.3623388409614563,0.24501663446426392,0.28136637806892395,-52.27302551269531,81.19223022460938,-17.480215072631836,25.09299659729004,-6.715407848358154,16.889135360717773,-8.046863555908203,11.152965545654297,-2.965205192565918,12.807369232177734,-11.399742126464844,11.267928123474121,-10.618216514587402,0.11783324986425563
Clear Skies,Clear Skies,Dhyana Thomas,7bKMZYXVYzGMvnHiRDCmjy,4/26/19,51.0,162085.0,0.421,0.94,0.136,0.89,0.113,0.0505,-23.521,0.0305,110.036,11.0,4.0,Calm,2292.599863893951,4953.161341971418,2320.371810587787,99.38401442307692,4862.960106382979,0.6000655479969765,0.4372572600841522,0.4245058298110962,0.31494688987731934,0.38818734884262085,0.34217196702957153,0.36369675397872925,0.6109472513198853,0.4005337357521057,0.30316439270973206,0.29638737440109253,0.4158744812011719,0.5981574058532715,-67.21192169189453,91.45680236816406,-14.199010848999023,38.690181732177734,-1.0849944353103638,20.21051788330078,-15.04975700378418,15.642614364624023,-6.605931758880615,15.495322227478027,-9.509774208068848,10.45335865020752,-4.962141513824463,0.09148055260858712
Click Click Boom,Every Six Seconds,Saliva,1LMVGL3030W3mGmRrd2hCm,1/1/01,0.0,252400.0,0.607,0.00259,0.935,0.000221,0.195,0.51,-2.918,0.0506,95.97,6.0,4.0,Energetic,2356.237381818923,4621.014373748749,2199.695538197256,129.19921875,4288.327058823529,0.46615154237795753,0.3853968679904938,0.3667250871658325,0.48560354113578796,0.4336478114128113,0.37130963802337646,0.41122013330459595,0.4638058841228485,0.6077333092689514,0.4588135778903961,0.5187525749206543,0.4712211787700653,0.37393122911453247,-75.90540313720703,89.10662078857422,-28.92934799194336,41.64653396606445,-1.865235447883606,19.903217315673828,-2.0458738803863525,16.301403045654297,-6.261293411254883,15.12253189086914,-10.936713218688965,10.383844375610352,-12.526721000671387,0.12145093226907464
Coda,Endeavour,Jakob Ahlbom,2TFQPFUqRtgj1auq9b5PlR,10/4/19,58.0,180614.0,0.351,0.93,0.24,0.904,0.101,0.0968,-15.363,0.034,79.919,9.0,3.0,Calm,661.7886305931587,1107.604608509349,713.1145324219925,161.4990234375,4596.59187279152,0.36925892480886163,0.23164020478725433,0.19550831615924835,0.4042428433895111,0.27637365460395813,0.11033482104539871,0.14124111831188202,0.16656871140003204,0.40216201543807983,0.32197633385658264,0.3484231233596802,0.3298022449016571,0.15609055757522583,-366.1595458984375,188.33139038085938,32.191368103027344,-13.034339904785156,2.9742071628570557,3.6868913173675537,-5.99077033996582,-11.307656288146973,-8.99875545501709,-2.2843849658966064,-2.2472987174987793,-10.0554838180542,-14.689329147338867,0.03707926757912691
Cold Arms,Wilder Mind,Mumford & Sons,7kpZ9isu48poYKpaAb0wiR,5/1/15,0.0,169906.0,0.431,0.815,0.144,1.1e-06,0.124,0.0491,-12.07,0.039,137.683,11.0,4.0,Sad,2847.567945119376,5765.590823673004,2476.725139194579,117.45383522727273,4776.209459459459,0.4999890460322579,0.43518009781837463,0.3259102702140808,0.41248512268066406,0.38190391659736633,0.5148855447769165,0.4446660280227661,0.4464868903160095,0.5040705800056458,0.39241769909858704,0.43877112865448,0.3642119765281677,0.43431511521339417,-63.75686264038086,66.30622863769531,-22.30851173400879,31.772985458374023,-1.7248533964157104,23.195247650146484,-5.0416741371154785,16.341476440429688,-4.78542947769165,16.694454193115234,-10.224357604980469,9.821770668029785,-8.675812721252441,0.1501014296160653
Cold Nights,Cold Nights,Camo Columbo,1q3AoLCoawd8Gpm9wP7sHi,1/3/20,51.0,189813.0,0.941,0.321,0.421,9.34e-05,0.0967,0.787,-7.918,0.0583,107.011,11.0,4.0,Sad,828.101418269693,1271.3234155864,1186.3156807317373,135.99917763157896,6086.81658692185,0.4466317474806749,0.2002447098493576,0.31972262263298035,0.2384704053401947,0.24659334123134613,0.4207456409931183,0.2807304263114929,0.23818273842334747,0.19016307592391968,0.3686865568161011,0.6075215339660645,0.2900553047657013,0.28921565413475037,-385.9002685546875,160.3887176513672,38.286094665527344,26.351219177246094,10.096579551696777,-2.184086561203003,-6.1561760902404785,-1.7041549682617188,-1.501508355140686,2.975292444229126,2.3650922775268555,0.16857029497623444,1.7285048961639404,0.029685460857657525
Cold as Stone (feat. Charlotte Lawrence) - Lipless Remix,Cold as Stone (Remixes) (feat. Charlotte Lawrence),Kaskade,6chZg1OMXz9VN3MQCr4cNf,5/4/18,57.0,228666.0,0.619,0.237,0.6629999999999999,0.0,0.111,0.142,-6.937,0.0366,123.93,7.0,4.0,Energetic,474.56786014736724,786.839215550265,736.7547879236841,112.34714673913044,3482.4157303370785,0.5454070550525975,0.25148940086364746,0.25677937269210815,0.17670835554599762,0.30878907442092896,0.2626703679561615,0.21772292256355286,0.43772053718566895,0.21695245802402496,0.170805424451828,0.187831312417984,0.41543126106262207,0.504426121711731,-313.7341003417969,211.44822692871094,22.67950439453125,23.848556518554688,19.914064407348633,14.306214332580566,8.394285202026367,5.553900241851807,-2.58793044090271,-3.0308473110198975,0.4385230541229248,3.7997217178344727,4.007242679595947,0.025047716328941715
Colgando,Siesta,Barulinho,2dVvMXDWBY0U7VjCjOjVH9,7/31/20,36.0,268800.0,0.5670000000000001,0.948,0.39,0.966,0.0802,0.133,-13.701,0.0301,99.997,0.0,4.0,Calm,2809.1226760064933,5607.54217259349,2413.5034875371866,95.703125,4866.082872928177,0.6237227153095772,0.3984430134296417,0.4633902311325073,0.4227416217327118,0.43234750628471375,0.48897722363471985,0.5513179898262024,0.6150289177894592,0.5022011995315552,0.5593196153640747,0.47748902440071106,0.3808384835720062,0.4212978482246399,1.309302806854248,70.9812240600586,-20.324766159057617,48.14116668701172,-8.189408302307129,25.78684425354004,-5.496435642242432,23.97980308532715,-6.957760334014893,12.474910736083984,-3.5734243392944336,8.111589431762695,-11.733704566955566,0.1580962231878698
Collapse Into Light,Collapse Into Light,Evin Iris,3jP962JoLAn9p4wCDdx4My,10/18/19,55.0,179500.0,0.305,0.933,0.229,0.904,0.104,0.0562,-18.329,0.0334,121.599,1.0,4.0,Calm,760.9842112118204,1305.191340861353,969.5892305705005,80.74951171875,3776.3846153846152,0.7499148443354452,0.1498432457447052,0.3754067122936249,0.37975695729255676,0.2379087507724762,0.4628544747829437,0.21523112058639526,0.2174445539712906,0.1209695041179657,0.22724506258964539,0.5944651365280151,0.2232322245836258,0.2007584273815155,-236.79832458496094,187.25099182128906,8.118399620056152,20.578746795654297,5.208652496337891,2.9500973224639893,-4.031733512878418,-2.736152172088623,-3.7075986862182617,1.1296378374099731,-4.434443950653076,1.1800373792648315,2.9962828159332275,0.04400084892285696
Come On Eileen,Too Rye Ay (Deluxe Edition),Dexys Midnight Runners,5uzNa0SBGOe5pPnstWHMCt,1982-08,1.0,273720.0,0.466,0.413,0.615,0.0,0.343,0.812,-9.102,0.0492,108.016,0.0,4.0,Happy,1167.4860329756023,2355.6026754263303,1552.3100382238617,135.99917763157896,3435.0299727520437,0.433121940943955,0.37061166763305664,0.3308975398540497,0.20366862416267395,0.2526871860027313,0.22832417488098145,0.14097119867801666,0.2363368719816208,0.25686198472976685,0.3060026168823242,0.18661236763000488,0.33798718452453613,0.6431586742401123,-271.4847106933594,131.668212890625,4.489691734313965,50.25370788574219,11.380926132202148,-4.165904521942139,-5.30552339553833,2.241952896118164,-12.682939529418945,-0.2297036051750183,-19.01589012145996,-8.899920463562012,-6.875914096832275,0.04515404042560459
Come Out And Play (Keep ‘Em Separated),Greatest Hits,The Offspring,0Yb5Kfpf3boElZNa61wPdJ,6/21/05,68.0,197800.0,0.476,0.0535,0.856,6.75e-06,0.0846,0.847,-3.764,0.161,158.671,7.0,4.0,Energetic,1520.0121203382935,3155.930278240854,1846.3968685581024,107.666015625,4098.108108108108,0.5607059530639564,0.28057974576950073,0.34238487482070923,0.37238025665283203,0.33648866415023804,0.4983886182308197,0.3581267297267914,0.4385591149330139,0.36850595474243164,0.3363025486469269,0.42985814809799194,0.3402886688709259,0.3689202666282654,-155.82626342773438,122.77570343017578,1.7386819124221802,28.81739044189453,2.951693058013916,10.917967796325684,-7.174121379852295,4.162358283996582,-10.940115928649902,3.584968328475952,-5.018856048583984,4.735087871551514,-8.716536521911621,0.05772729423482809
Coming Home,Coming Home,Zoe Connelly,30ACOtgBj1PqZs1erzFZkU,12/11/19,51.0,172818.0,0.198,0.8540000000000001,0.139,0.856,0.0773,0.106,-18.72,0.031,82.405,5.0,4.0,Calm,2146.40915051532,4733.080690298508,2363.274229424591,123.046875,5208.14598540146,0.4832015928322549,0.24055424332618713,0.22242335975170135,0.39721018075942993,0.22745126485824585,0.2700800597667694,0.19771534204483032,0.31676387786865234,0.5452909469604492,0.2932235598564148,0.34914079308509827,0.25797027349472046,0.44474339485168457,-99.01842498779297,100.59326171875,8.534905433654785,25.810016632080078,-4.3283796310424805,4.632882118225098,-12.893308639526367,5.41303825378418,-15.559623718261719,8.530969619750977,-16.52815055847168,5.512888431549072,-12.670143127441406,0.08612266910028937
Coming Undone,Coming Undone,Korn,261QAU5PAmYYv0KPr0vc49,2005,0.0,199773.0,0.696,0.000855,0.677,0.000247,0.0646,0.551,-4.178,0.0554,150.125,2.0,4.0,Energetic,1364.8438897507785,2608.2680408093315,1888.5669315629195,99.38401442307692,5158.49,0.5999943168579044,0.437511682510376,0.16622424125671387,0.3050945997238159,0.24944911897182465,0.563377320766449,0.24622032046318054,0.22568175196647644,0.3455429673194885,0.19485078752040863,0.26974090933799744,0.19372636079788208,0.5369203090667725,-189.04974365234375,121.15626525878906,18.903507232666016,26.3104190826416,-13.504802703857422,-3.2303519248962402,-22.010618209838867,-4.008520126342773,-17.433393478393555,0.03999672457575798,-10.572318077087402,-1.7150852680206299,-11.233234405517578,0.04420448657051559
Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,1/12/18,74.0,178466.0,0.455,0.889,0.292,0.0,0.106,0.43,-6.792,0.0563,84.339,0.0,5.0,Sad,810.9900864477415,1525.9336066310777,957.0217481394852,123.046875,3673.34,0.48768558044039007,0.26559367775917053,0.3774176836013794,0.1812305897474289,0.2698219120502472,0.498318076133728,0.24965596199035645,0.2769734263420105,0.2123158872127533,0.35949981212615967,0.2332741916179657,0.2150850147008896,0.42988163232803345,-307.5591125488281,181.76898193359375,-2.1246416568756104,32.483802795410156,19.330583572387695,1.5742038488388062,6.244025230407715,-14.356558799743652,-13.655472755432129,-7.7378764152526855,-0.3273341953754425,8.473209381103516,-0.30599576234817505,0.044687931894963145
Conversation,Conversation,Lucy Rose,4THgqBGsTYJcNcQWCV92AP,1/10/19,45.0,229560.0,0.242,0.901,0.1369999999999999,0.0105,0.1669999999999999,0.0644,-16.332,0.0322,92.454,2.0,3.0,Sad,2778.701946453824,5504.759413632585,2346.751600834451,107.666015625,4848.5291005291,0.550873406833998,0.3214972913265228,0.29737353324890137,0.33925753831863403,0.2626816928386688,0.40890493988990784,0.3379378616809845,0.3012435734272003,0.39992570877075195,0.2863556742668152,0.4290904104709625,0.2751389741897583,0.34958016872406006,-100.34857940673828,71.98941040039062,-27.108535766601562,27.813989639282227,-26.913673400878906,13.705575942993164,-20.86595344543457,7.813850402832031,-19.582874298095703,5.942938327789307,-16.906816482543945,3.37286114692688,-13.871810913085938,0.16109892688589117
Count On You - ATFC's C-thru Remix,Count On You (ATFC's C-thru Remix),Autoerotique,7GL2SOvJXs8QVLX0cUADeq,7/16/18,42.0,235594.0,0.825,0.00735,0.925,0.8079999999999999,0.057,0.5670000000000001,-7.502,0.0463,123.025,4.0,4.0,Happy,2714.375705737647,5248.8753307542875,2294.2869578121667,161.4990234375,3976.9645833333334,0.3800995081400688,0.415414959192276,0.4440191090106964,0.4176728129386902,0.4097312092781067,0.4885776937007904,0.4877079427242279,0.5955544710159302,0.5328713059425354,0.4274801015853882,0.40510961413383484,0.38262805342674255,0.4205026924610138,-9.837502479553223,76.738525390625,-25.823232650756836,48.889190673828125,-10.385960578918457,14.173766136169434,-8.746488571166992,19.770917892456055,-11.335376739501953,10.165091514587402,-7.140194892883301,8.763845443725586,-8.203210830688477,0.1625534626391866
Count That - R3HAB Edit,Count That (R3HAB Edit),Steff da Campo,1J1wnDwBjkFvDVOxNOLVjY,11/9/18,41.0,125161.0,0.6859999999999999,0.0957,0.955,0.00621,0.0809,0.447,-3.665,0.113,123.978,1.0,4.0,Energetic,720.4423259844561,1213.1339134086177,1164.1532247289779,117.45383522727273,3891.377708978328,0.5164637117787073,0.5131015181541443,0.3913290202617645,0.4037378430366516,0.33566486835479736,0.3546769320964813,0.43883615732192993,0.22075434029102325,0.24077054858207703,0.23748937249183655,0.37781408429145813,0.3042371869087219,0.34671345353126526,-273.2644958496094,151.75938415527344,28.050161361694336,32.42361068725586,13.281736373901367,14.471796989440918,8.534838676452637,6.896843910217285,-1.0768163204193115,-6.362025260925293,-3.966428756713867,-1.2898844480514526,-0.683097243309021,0.02592280830606241
Courage,Courage,Ian Wong,0gj8zftpww3PXx8xea7Ygn,2/28/20,34.0,162083.0,0.635,0.994,0.0302,0.952,0.107,0.237,-26.234,0.0401,83.22200000000002,1.0,1.0,Calm,2428.187737283675,4849.236423288863,2235.7656908872696,151.99908088235293,4304.77108433735,0.4001587757839555,0.5002562403678894,0.5673648715019226,0.6879040598869324,0.6286826133728027,0.56974858045578,0.5278379917144775,0.5200501084327698,0.549008846282959,0.564376950263977,0.5610955357551575,0.4975300431251526,0.47690948843955994,-173.26187133789062,83.86946105957031,-34.080997467041016,46.76595687866211,0.9212899804115295,20.631025314331055,0.13153783977031708,14.849616050720215,-0.8858944177627563,13.370417594909668,-3.531022787094116,13.565918922424316,-11.4417724609375,0.11703795678654293
Crash,Crash,Chris Malinchak,1FXlhqcYaiw6KuUYtXdtAi,3/7/18,57.0,232981.0,0.6890000000000001,0.000455,0.456,0.882,0.07,0.238,-12.307,0.0339,126.0,2.0,4.0,Happy,1444.4925606074514,2865.5308065024765,1643.4422529169778,107.666015625,3621.7852348993288,0.5611098131733052,0.3376435339450836,0.266301691532135,0.39069661498069763,0.25968533754348755,0.32966285943984985,0.28601929545402527,0.2668036222457886,0.3394726514816284,0.2478920966386795,0.3023901581764221,0.1884138584136963,0.2847936451435089,-232.42982482910156,134.9673614501953,-0.6833222508430481,28.76730728149414,-7.354320526123047,2.231729745864868,3.8268489837646484,-6.170498371124268,5.9073052406311035,5.813197135925293,-11.046576499938965,4.210695266723633,-5.080033302307129,0.06738437962905815
Crawling In The Dark,Hoobastank,Hoobastank,1eK4KsyjAzr2xJ86Tj5SWa,1/1/01,0.0,175026.0,0.5920000000000001,0.000295,0.932,7.59e-05,0.138,0.698,-4.491,0.0885,93.675,6.0,4.0,Energetic,1072.2923122763593,2011.8634321099014,1535.2078309995768,63.02400914634146,4940.475555555556,0.9449692257855522,0.23763705790042877,0.2092835158109665,0.3525572717189789,0.23617294430732727,0.37034663558006287,0.3608784079551697,0.2085692584514618,0.24557703733444214,0.19362662732601166,0.30400457978248596,0.3429981768131256,0.28969424962997437,-239.68173217773438,144.1720733642578,9.589699745178223,27.805757522583008,7.337198734283447,1.0895651578903198,-2.320619821548462,0.12744273245334625,-7.2255167961120605,-0.6811512112617493,-16.76421546936035,0.5658510327339172,-18.12970542907715,0.04046924893769486
Crazy,St. Elsewhere,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,4/24/06,77.0,177466.0,0.855,0.0505,0.5870000000000001,0.00714,0.105,0.64,-4.589,0.0336,111.97,8.0,4.0,Happy,2315.277619238463,5019.064679266143,2441.436665475275,123.046875,5039.695198329854,0.48776477955198816,0.4764346778392792,0.4091726243495941,0.44638487696647644,0.4976022243499756,0.6246867179870605,0.6337562799453735,0.3933951258659363,0.38470715284347534,0.37923356890678406,0.40461745858192444,0.3819887936115265,0.4143340289592743,-108.64747619628906,86.5738525390625,8.519953727722168,23.8588924407959,-11.015247344970703,11.654470443725586,-8.54178237915039,16.46184539794922,-14.22261905670166,11.164579391479492,-3.5338542461395264,10.434091567993164,-8.26966381072998,0.09167109606939634
